population,neighborhood,township,neighborhood_id,latitude,longitude
41115,Gençosman,Güngören,40498,41.02959145293491,28.879138477669745
46642,Güneştepe,Güngören,40499,41.02537488071004,28.865158174213818
15026,Güven,Güngören,40500,41.01241584820991,28.87463086967416
18782,Haznedar,Güngören,40501,41.01064027012925,28.869740295819174
28316,Mareşal Çakmak,Güngören,40502,41.01844387164085,28.864972608074066
8389,Mehmet Nesih Özmen,Güngören,40506,41.01310075681384,28.88586790176182
41855,Merkez,Güngören,40496,41.020669416712096,28.872640539554553
11611,Sanayi,Güngören,40503,41.02039543823637,28.881213388431032
13387,Tozkoparan,Güngören,40505,41.01493881945467,28.896599158308888
31864,19 Mayıs,Kadıköy,40528,40.97498690205374,29.08883321061064
28600,Acıbadem,Kadıköy,40509,41.000352465397754,29.03779681914005
32415,Bostancı,Kadıköy,40523,40.9573747222016,29.09473843843307
20209,Caddebostan,Kadıköy,40521,40.96750858762823,29.05912193894229
21350,Caferağa,Kadıköy,40512,40.98596851100364,29.025773949229574
10170,Dumlupınar,Kadıköy,40518,40.99470639847358,29.060893219390497
12988,Eğitim,Kadıköy,40516,40.98849554892794,29.049203596939915
34438,Erenköy,Kadıköy,40524,40.97206884177609,29.07704436428808
20571,Fenerbahçe,Kadıköy,40514,40.97287711910101,29.04391719470787
25300,Feneryolu,Kadıköy,40515,40.98287475990381,29.048582951476657
12305,Fikirtepe,Kadıköy,40517,40.99368594371133,29.05071248870814
38613,Göztepe,Kadıköy,40520,40.97716579100418,29.062242464588408
15918,Hasanpaşa,Kadıköy,40510,40.99575952664822,29.041480796055396
6660,Koşuyolu,Kadıköy,40508,41.00707604975098,29.034451004893775
36873,Kozyatağı,Kadıköy,40529,40.96893575347471,29.097133739605216
30620,Merdivenköy,Kadıköy,40519,40.98696609341817,29.069167362000037
7497,Osmanağa,Kadıköy,40511,40.98923155434331,29.03042171143841
12086,Rasimpaşa,Kadıköy,40507,40.995909173658696,29.027383348669314
30112,Sahrayıcedit,Kadıköy,40525,40.98418004799424,29.084328293524923
25697,Suadiye,Kadıköy,40522,40.96149384638002,29.08253863416564
7903,Zühtüpaşa,Kadıköy,40513,40.98620850163865,29.039230015413835
30545,Çağlayan,Kağıthane,40535,41.078144516154666,28.980524108317653
31829,Çeliktepe,Kağıthane,40536,41.08390230067552,28.99985324957418
8457,Emniyet Evleri,Kağıthane,40537,41.08666406501036,29.004317954835617
13819,Gültepe,Kağıthane,40538,41.079089850105575,28.993739302706956
29569,Gürsel,Kağıthane,40539,41.07091050457037,28.97272760064605
40778,Hamidiye,Kağıthane,40541,41.095340967382946,28.973267956746245
21137,Harmantepe,Kağıthane,40540,41.08167579994874,28.99119553104964
20081,Hürriyet,Kağıthane,40542,41.0740515488983,28.986103695266074
12173,Mehmet Akif Ersoy,Kağıthane,40544,41.05971661936232,28.95602715831541
33977,Merkez,Kağıthane,40543,41.082520227126565,28.971350133531082
26457,Nurtepe,Kağıthane,40545,41.07547285814032,28.9626825577556
22073,Ortabayır,Kağıthane,40546,41.078313071245205,29.004123608249063
23745,Seyrantepe,Kağıthane,40548,41.095700910087,28.98858190743471
22049,Şirintepe,Kağıthane,40549,41.08883185134148,28.991530269896206
35444,Sultan Selim,Kağıthane,40547,41.09073531147238,28.999895960329155
32931,Talatpaşa,Kağıthane,40550,41.06307860886175,28.963769525440682
11251,Telsizler,Kağıthane,40551,41.07799296011622,28.998226600578533
16716,Yahya Kemal,Kağıthane,40552,41.084983272801544,28.98752124325854
11789,Yeşilce,Kağıthane,40553,41.09564125214746,29.00052700455494
31298,Atalar,Kartal,40554,40.902765787878685,29.172032946927754
14968,Çavuşoğlu,Kartal,40558,40.89072651395891,29.20123255434221
25862,Cevizli,Kartal,40555,40.91347433497581,29.17359014467354
23697,Cumhuriyet,Kartal,40556,40.90714670710612,29.220359178766007
30751,Esentepe,Kartal,40559,40.906531546065686,29.192497792941282
26666,Gümüşpınar,Kartal,40560,40.920355992763305,29.20748369805426
50253,Hürriyet,Kartal,40561,40.90321663136826,29.2341321918161
33479,Karlıktepe,Kartal,40562,40.89958511612107,29.19360604125205
12639,Kordonboyu,Kartal,40563,40.88760296139172,29.184921226986784
26248,Orhantepe,Kartal,40564,40.904949534585626,29.151201160529997
18221,Orta,Kartal,40565,40.9132590305984,29.206883481025905
29166,Petrol İş,Kartal,40566,40.89719255790356,29.1785387685188
28094,Soğanlık Yeni,Kartal,40567,40.91738626975569,29.191666762911694
12580,Topselvi,Kartal,40568,40.89866873057753,29.21482157024839
40138,Uğur Mumcu,Kartal,40569,40.9332063583002,29.2136207338821
18348,Yakacık Çarşı,Kartal,40557,40.91730859732393,29.22392135730125
19509,Yakacık Yeni,Kartal,40570,40.923924484946696,29.222093181588253
12104,Yalı,Kartal,40571,40.89456616107027,29.220844700621605
7377,Yukarı,Kartal,40572,40.89104794623598,29.18363723499876
14461,Yunus,Kartal,40573,40.890121425825406,29.21207050715092
105519,Atakent,Küçükçekmece,40582,41.048335877496456,28.775565051868867
41529,Atatürk,Küçükçekmece,40591,41.05405933915813,28.797648966922225
3638,Beşyol,Küçükçekmece,40603,40.99194475254478,28.795985483889034
28720,Cennet,Küçükçekmece,40607,40.98926052669295,28.779023134451037
52736,Cumhuriyet,Küçükçekmece,40601,41.00049727161863,28.775200655735727
10921,Fatih,Küçükçekmece,40606,40.998243149190806,28.7724072889373
26474,Fevzi Çakmak,Küçükçekmece,40596,41.00731284176965,28.790568258870014
29102,Gültepe,Küçükçekmece,40589,40.99536016390346,28.7917441159769
80115,Halkalı Merkez,Küçükçekmece,40590,41.03312100847055,28.793012694741847
71925,İnönü,Küçükçekmece,40592,41.021585763430494,28.799007097225537
43148,İstasyon,Küçükçekmece,40605,41.02268797211881,28.77205767654264
69146,Kanarya,Küçükçekmece,40604,41.01045145785568,28.778739844856158
13560,Kartaltepe,Küçükçekmece,40588,41.003005610569595,28.80371147047271
14351,Kemalpaşa,Küçükçekmece,40594,41.00200029301371,28.794008362222446
52374,Mehmet Akif,Küçükçekmece,40586,41.0568018033849,28.805243113457372
33564,Söğütlü Çeşme,Küçükçekmece,40587,41.01993750168492,28.78720394870913
15551,Sultan Murat,Küçükçekmece,40595,41.00190542374196,28.787473608026414
35312,Tevfikbey,Küçükçekmece,40593,41.00961460890203,28.802021499233078
8759,Yarımburgaz,Küçükçekmece,40599,41.04925555408262,28.753184067476013
20150,Yeni Mahalle,Küçükçekmece,40600,40.99600229695761,28.777745208587397
32433,Yeşilova,Küçükçekmece,40602,40.99220680402114,28.786842608025037
32397,Altayçeşme,Maltepe,40612,40.93531250238285,29.131008094123516
30926,Altıntepe,Maltepe,40613,40.95357402764137,29.104132800910676
21100,Aydınevler,Maltepe,40617,40.95159340764671,29.125481840157686
41242,Bağlarbaşı,Maltepe,40615,40.925745379268314,29.13962397251218
26229,Başıbüyük,Maltepe,40625,40.9574074853258,29.147684241367386
11514,Büyükbakkalköy,Maltepe,40624,40.96968447279456,29.199836331436675
40777,Cevizli,Maltepe,40614,40.91919582519801,29.153730488410638
20702,Çınar,Maltepe,40608,40.944558162314195,29.114751589543744
18361,Esenkent,Maltepe,40620,40.92651834631553,29.16538473444073
20217,Feyzullah,Maltepe,40610,40.930183326837216,29.12476255773539
63583,Fındıklı,Maltepe,40619,40.970501150814975,29.13153213243852
19393,Girne,Maltepe,40618,40.94178561188853,29.13891445661312
13736,Gülensu,Maltepe,40622,40.93824602801355,29.162232317092737
14534,Gülsuyu,Maltepe,40621,40.929088853515395,29.158210928176278
24601,İdealtepe,Maltepe,40609,40.939608010596025,29.119331152077763
25192,Küçükyalı Merkez,Maltepe,40611,40.94874853429831,29.110314060034266
12400,Yalı,Maltepe,40616,40.91859758230575,29.13211640090086
88017,Zümrütevler,Maltepe,40623,40.9405834323066,29.151652002035004
30930,Ahmet Yesevi,Pendik,40632,40.870040494737935,29.307243745210346
12699,Bahçelievler,Pendik,40628,40.886449390842465,29.236773192388274
13505,Batı,Pendik,40633,40.87728539424276,29.22700785146163
32025,Çamçeşme,Pendik,40649,40.87246642402461,29.27342387191919
20858,Çamlık,Pendik,40656,40.92631969228823,29.279056726530182
20956,Çınardere,Pendik,40644,40.896472970839504,29.241516125908845
15083,Doğu,Pendik,40627,40.87847838899763,29.242798525640687
27106,Dumlupınar,Pendik,40626,40.889221913583775,29.250295470218706
12468,Ertuğrul Gazi,Pendik,40635,40.91729706072839,29.26235609696796
33358,Esenler,Pendik,40638,40.886986877680954,29.27248651229058
14025,Esenyalı,Pendik,40643,40.86061538575586,29.29257601254413
21292,Fatih,Pendik,40647,40.868607734117354,29.29884687531542
38410,Fevzi Çakmak,Pendik,40629,40.88290641341111,29.265377929919392
19001,Güllü Bağlar,Pendik,40640,40.89700268977532,29.27392218499961
33562,Güzelyalı,Pendik,40634,40.857624673680206,29.279893617935134
9947,Harmandere,Pendik,40636,40.93149155745978,29.325706685284892
65879,Kavakpınar,Pendik,40646,40.87983346651713,29.28449305714406
46570,Kaynarca,Pendik,40631,40.87926009623712,29.25761997248534
38756,Kurtköy,Pendik,40654,40.91456521981026,29.297317912551986
28088,Orhangazi,Pendik,40650,40.867761724786554,29.29022887250651
3317,Orta,Pendik,40645,40.88985087749836,29.242181412267257
2427,Ramazanoğlu,Pendik,40639,40.89796440953289,29.286665096909836
2999,Sanayi,Pendik,40651,40.91163582054512,29.31097229009205
12396,Sapan Bağları,Pendik,40637,40.88489410514325,29.22109377447513
19684,Şeyhli,Pendik,40630,40.90952010065505,29.285794740662702
25520,Sülüntepe,Pendik,40655,40.91418605931234,29.275933353748872
42389,Velibaba,Pendik,40642,40.90747353927463,29.25354897894098
13555,Yayalar,Pendik,40641,40.904538846540284,29.268417904598795
15944,Yeni,Pendik,40652,40.8851739364743,29.228249666523592
65637,Yenişehir,Pendik,40653,40.93324525516713,29.30605054490275
6925,Yeşilbağlar,Pendik,40648,40.89266800167199,29.226689444306036
48213,Abdurrahmangazi,Sancaktepe,40579,40.99713715167668,29.233597438412037
24636,Akpınar,Sancaktepe,40575,40.969701617388566,29.23071264980379
31969,Atatürk,Sancaktepe,98781,41.01214846230646,29.22503161541759
27327,Emek,Sancaktepe,40759,41.0024110368472,29.19647213391815
23874,Eyüp Sultan,Sancaktepe,40578,40.983079314283316,29.222223657851423
38220,Fatih,Sancaktepe,40576,40.961849426486104,29.2156512358499
6071,Hilal,Sancaktepe,40776,41.02425350027885,29.258040985618308
24459,İnönü,Sancaktepe,40760,41.01291897382163,29.213264409432426
22554,Kemal Türkler,Sancaktepe,40761,41.004326554548946,29.221323546941978
27588,Meclis,Sancaktepe,40762,41.01046914311534,29.198559070797977
21319,Merve,Sancaktepe,40775,41.00433017300894,29.246769850428915
22313,Mevlana,Sancaktepe,40773,41.01163477131361,29.262447325054552
52856,Osmangazi,Sancaktepe,40580,40.98301011716267,29.240359911700597
24884,Safa,Sancaktepe,40771,41.00995652728317,29.249860169112065
23803,Sarıgazi,Sancaktepe,40763,41.004586449369285,29.20955592280611
26644,Veysel Karani,Sancaktepe,40574,40.96834009375837,29.24149972369839
24839,Yenidoğan,Sancaktepe,40774,41.01284715999326,29.238347830478343
28750,Yunus Emre,Sancaktepe,40772,41.017988304075914,29.250567520798885
34606,Ayazağa,Sarıyer,40686,41.11706055137469,28.99813727161556
2231,Bahçeköy Kemer,Sarıyer,40684,41.17372564296567,28.98879076084463
3609,Bahçeköy Merkez,Sarıyer,40682,41.17739313064347,28.99211789594411
4968,Bahçeköy Yeni,Sarıyer,40683,41.17919204353522,28.995138195299525
5043,Baltalimanı,Sarıyer,40657,41.09672634660163,29.045153224504737
8239,Büyükdere,Sarıyer,40658,41.162487744291624,29.041277113148784
5680,Çamlıtepe,Sarıyer,40660,41.129706459713326,29.03204999667929
4690,Çayırbaşı,Sarıyer,40661,41.1580009722624,29.031891581102414
10765,Cumhuriyet,Sarıyer,40659,41.14683196187546,29.0333939759163
8958,Darüşşafaka,Sarıyer,40662,41.12145884270323,29.031849522620913
8052,Emirgan,Sarıyer,40663,41.10153841657563,29.05223108345823
15702,Fatih Sultan Mehmet,Sarıyer,40664,41.095215018977484,29.03366122422382
15128,Ferahevler,Sarıyer,40665,41.13039829305453,29.043184809167883
2519,Gümüşdere,Sarıyer,191769,41.237065009059194,28.9841241480985
8195,Huzur,Sarıyer,40700,41.104612199765356,28.997348327710284
15574,İstinye,Sarıyer,40666,41.115747424777005,29.05052717888569
7787,Kazım Karabekir Paşa,Sarıyer,40667,41.163987363415394,29.0271887933245
6592,Kireçburnu,Sarıyer,40668,41.14585561809822,29.048203229653872
4492,Kocataş,Sarıyer,40669,41.169270310044794,29.035751660248756
14116,Maden,Sarıyer,40670,41.18000004603103,29.043763938081387
13153,Maslak,Sarıyer,40704,41.11313032093043,29.0153813959093
10874,Pınar,Sarıyer,40672,41.11374758777518,29.031714660894238
6225,Poligon,Sarıyer,40673,41.11743447762901,29.04093262422662
5213,Ptt Evleri,Sarıyer,40674,41.15580758324154,29.023526492116865
16014,Reşitpaşa,Sarıyer,40675,41.10702257639556,29.040950786915257
4074,Rumelifeneri,Sarıyer,191775,41.23465997975863,29.109026999587922
9244,Rumelihisarı,Sarıyer,40676,41.0876189696044,29.049020250929452
3560,Rumelikavağı,Sarıyer,40677,41.182430298653955,29.072840710211096
11571,Sarıyer Merkez,Sarıyer,40671,41.170029384922955,29.049705798089413
17598,Tarabya,Sarıyer,40678,41.13776872667351,29.050629810745342
10197,Uskumruköy,Sarıyer,191777,41.2170313790411,29.024738562434127
14718,Yeniköy,Sarıyer,40680,41.12326450174033,29.059334057280143
3260,Yeni,Sarıyer,40679,41.17394956904052,29.06376185122277
23549,Zekeriyaköy,Sarıyer,191779,41.20494004969876,29.024235414671754
10559,19 Mayıs,Şişli,40685,41.06004639792848,28.99166720092589
9736,Bozkurt,Şişli,40687,41.04931610505464,28.98367328395059
7541,Cumhuriyet,Şişli,40688,41.056170499722654,28.98202782253232
7542,Duatepe,Şişli,40689,41.05318802503593,28.981217014352467
2253,Ergenekon,Şişli,40690,41.04786667874851,28.98617924475421
7174,Esentepe,Şişli,40691,41.071159792935305,29.011165757857622
11247,Eskişehir,Şişli,40692,41.045173479377716,28.981022412504824
13458,Feriköy,Şişli,40693,41.04914916874724,28.97949418502097
16416,Fulya,Şişli,40694,41.062202117806876,28.998056235022545
22983,Gülbahar,Şişli,40695,41.07280748064743,29.00016433048628
16632,Halide Edip Adıvar,Şişli,40696,41.061540035844494,28.976859859158367
6729,Halil Rıfat Paşa,Şişli,40697,41.05845071565955,28.968109396387707
2339,Harbiye,Şişli,40699,41.044229504995165,28.990521690119873
3107,İnönü,Şişli,40711,41.043518991335446,28.98437804262575
7595,İzzet Paşa,Şişli,40712,41.06922317292543,28.986133700578215
3202,Kaptanpaşa,Şişli,40701,41.06361468085384,28.972852859372566
15339,Kuştepe,Şişli,40702,41.07226659067638,28.990937039280755
17999,Mahmut Şevket Paşa,Şişli,40703,41.05217128966764,28.964944946948734
18926,Mecidiyeköy,Şişli,40705,41.07057356820425,28.99585210546486
12906,Merkez,Şişli,40706,41.060676558070064,28.987651122304577
7040,Meşrutiyet,Şişli,40707,41.05515517437788,28.99091092868926
18833,Paşa,Şişli,40708,41.05398712925503,28.97305936996065
10631,Teşvikiye,Şişli,40709,41.05156907733878,28.997010073655527
11269,Yayla,Şişli,40710,41.04773535039654,28.975077885517003
27523,Abdurrahmangazi,Sultanbeyli,40949,40.964365311837746,29.25714302028346
36062,Adil,Sultanbeyli,40943,40.98066908252345,29.25929617141831
29780,Ahmet Yesevi,Sultanbeyli,40942,40.97312998775665,29.273851916834438
13886,Akşemsettin,Sultanbeyli,40956,40.94740653984788,29.298978970226944
39618,Battalgazi,Sultanbeyli,40944,40.984436786261135,29.277081348128903
20922,Fatih,Sultanbeyli,40951,40.954668198410204,29.274161009000103
26295,Hamidiye,Sultanbeyli,40952,40.95373982893605,29.288101854324665
17403,Hasanpaşa,Sultanbeyli,40948,40.968214914566424,29.250046496655404
21859,Mecidiye,Sultanbeyli,40945,40.95629603047563,29.302285231603353
28367,Mehmet Akif,Sultanbeyli,40950,40.961061281372196,29.266590686748224
26709,Mimar Sinan,Sultanbeyli,40946,40.996474162829664,29.2688748088952
22951,Necip Fazıl,Sultanbeyli,40954,40.9388987788984,29.277870877184192
17565,Orhangazi,Sultanbeyli,40955,40.9388987788984,29.277870877184192
19882,Turgut Reis,Sultanbeyli,40947,40.96385286728933,29.283640215706352
20371,Yavuz Selim,Sultanbeyli,40953,40.94743204985552,29.276824019799825
69818,50. Yıl,Sultangazi,40471,41.09283690445753,28.872208470809408
31726,75. Yıl,Sultangazi,40467,41.096031208218115,28.90610645486356
14173,Cumhuriyet,Sultangazi,40465,41.08693207098443,28.877247256590774
63070,Esentepe,Sultangazi,40470,41.099743682972424,28.8828582612442
13811,Eski Habipler,Sultangazi,40356,41.13175123010282,28.83138544410776
34866,Gazi,Sultangazi,40469,41.105358031868064,28.898522568283056
7988,Habibler,Sultangazi,40477,41.13163179729511,28.84162462695278
54197,İsmetpaşa,Sultangazi,40475,41.108151180188706,28.854928454346148
13077,Malkoçoğlu,Sultangazi,40476,41.11556959622597,28.848256454909322
37567,Sultançiftliği,Sultangazi,40472,41.098027900414436,28.86053007623336
41299,Uğur Mumcu,Sultangazi,40473,41.100391352413666,28.868916552335932
52061,Yunus Emre,Sultangazi,40466,41.097221178468175,28.894927026471358
31350,Zübeyde Hanım,Sultangazi,40468,41.102934951390935,28.90820586691012
72942,Aydınlı,Tuzla,40720,40.872259978024005,29.328822222931795
27173,Aydıntepe,Tuzla,40717,40.854355392650135,29.29638954965484
5996,Cami,Tuzla,40724,40.81786819400719,29.312206716795004
14403,Evliya Çelebi,Tuzla,40718,40.83912849359414,29.298279807853394
11427,İçmeler,Tuzla,40716,40.847241262302546,29.303702502300506
26338,İstasyon,Tuzla,40723,40.826998172228805,29.32344106273146
5227,Mescit,Tuzla,40732,40.895979869158204,29.351122043063114
28607,Mimar Sinan,Tuzla,40721,40.836608463100035,29.365329475314326
11305,Orta,Tuzla,40729,40.89596857060126,29.375005841163663
21328,Postane,Tuzla,40719,40.82004970055765,29.290341217998783
32095,Şifa,Tuzla,40722,40.827449976276725,29.3568479884032
7185,Tepeören,Tuzla,40726,40.90965857794958,29.38653822581594
30538,Yayla,Tuzla,40715,40.83346752782966,29.309223472458797
16756,Adem Yavuz,Ümraniye,98684,41.02100282773731,29.154701377627124
28476,Altınşehir,Ümraniye,98685,41.01187615352251,29.14358033075871
39743,Armağanevler,Ümraniye,98686,41.01736426391187,29.116045749872583
15124,Aşağı Dudullu,Ümraniye,40742,41.02346579160633,29.165518779394812
20188,Atakent,Ümraniye,40748,41.01768322350856,29.108128263486478
24016,Atatürk,Ümraniye,40735,41.02536448746016,29.092056100091522
38141,Çakmak,Ümraniye,40738,41.01440806533172,29.1260280176655
24233,Çamlık,Ümraniye,98689,41.00459316135947,29.12399355007492
21788,Cemil Meriç,Ümraniye,98688,41.0211369769245,29.146147327148153
12050,Dumlupınar,Ümraniye,98690,41.04837856334159,29.09400669811504
22295,Elmalıkent,Ümraniye,98691,41.03804011424479,29.0967240580312
26204,Esenevler,Ümraniye,98692,41.012818680848326,29.092081457185113
21343,Esenkent,Ümraniye,98709,40.99660037860731,29.189947001072607
20595,Esenşehir,Ümraniye,40747,41.00820683261044,29.1681065521142
4690,Fatih Sultan Mehmet,Ümraniye,98693,41.02561456095591,29.122725457967153
8450,Finanskent,Ümraniye,199721,41.00208162848723,29.11155946625892
7411,Hekimbaşı,Ümraniye,40744,41.059512210307325,29.09702374246547
12101,Huzur,Ümraniye,98694,41.029744407132696,29.161194489274866
15771,Ihlamurkuyu,Ümraniye,40745,41.02446597644981,29.13389661341011
36091,İnkılap,Ümraniye,40737,41.03789106228498,29.112888597037255
48067,İstiklal,Ümraniye,40739,41.01986339129404,29.100169827100718
15745,Kazım Karabekir,Ümraniye,40743,41.04200769122195,29.104850004382225
15930,Madenler,Ümraniye,98695,41.01228141036619,29.18513763417294
26315,Mehmet Akif,Ümraniye,98696,41.00780120825578,29.137123089833747
28517,Namık Kemal,Ümraniye,40736,41.02102069124797,29.089310259152438
28856,Necip Fazıl,Ümraniye,98699,41.01976939533651,29.174004128830436
15874,Parseller,Ümraniye,98700,41.0298982052277,29.15384126939561
9495,Şerifali,Ümraniye,98703,41.00005608295521,29.148038658306874
21574,Site,Ümraniye,98702,41.00894424982755,29.115567110879592
11820,Tantavi,Ümraniye,98704,41.03133517846472,29.087259219114976
23294,Tatlısu,Ümraniye,98705,41.0008588476879,29.13418074268503
13349,Tepeüstü,Ümraniye,98706,41.01712085791412,29.132749769393836
13693,Topağacı,Ümraniye,98707,41.05002419718466,29.10430765732632
18304,Yamanevler,Ümraniye,98708,41.02759883568271,29.102164618466873
21482,Yukarı Dudullu,Ümraniye,40741,41.0094070237925,29.155745042404853
23385,Acıbadem,Üsküdar,40778,41.00690292611285,29.054078787337165
8411,Ahmediye,Üsküdar,98664,41.018383010865705,29.01666212543598
12129,Altunizade,Üsküdar,40781,41.01826431404245,29.047375210678855
8246,Aziz Mahmut Hüdayi,Üsküdar,98665,41.022548981631175,29.01194571009477
23334,Bahçelievler,Üsküdar,40785,41.052092493738286,29.08093802033466
16628,Barbaros,Üsküdar,40786,41.01502142206752,29.03548380068053
5106,Beylerbeyi,Üsküdar,40787,41.042008725444134,29.045581777068044
30494,Bulgurlu,Üsküdar,40788,41.01850771328263,29.079593025941424
16290,Burhaniye,Üsküdar,40789,41.02817085079483,29.053395742688767
13447,Çengelköy,Üsküdar,98666,41.050663102812294,29.057760615148307
37895,Cumhuriyet,Üsküdar,40790,41.010928877700906,29.08068212393087
21661,Ferah,Üsküdar,40794,41.034181658615005,29.07332404979827
13309,Güzeltepe,Üsküdar,40797,41.049030406685844,29.069900026226794
15624,İcadiye,Üsküdar,40802,41.02856713199246,29.032760571081102
9060,Kirazlıtepe,Üsküdar,40808,41.03973790090684,29.060487750922672
20195,Kısıklı,Üsküdar,40809,41.024603691196084,29.073140534174566
11066,Küçük Çamlıca,Üsküdar,98667,41.017972414592876,29.060076369709016
18345,Küçüksu,Üsküdar,40812,41.06574128326823,29.071580707810863
4092,Kuleli,Üsküdar,40810,41.05965788304303,29.059297023375862
16782,Küplüce,Üsküdar,40813,41.03627656699606,29.054720521082064
3906,Kuzguncuk,Üsküdar,40811,41.03440477558424,29.032178761401685
18615,Mehmet Akif Ersoy,Üsküdar,40814,41.04237631887355,29.073053483334192
11344,Mimar Sinan,Üsküdar,98668,41.02294813021542,29.018958705781994
13558,Muratreis,Üsküdar,40815,41.0218519713528,29.0296250474435
9358,Salacak,Üsküdar,40804,41.01633484588272,29.012449721684387
13101,Selami Ali,Üsküdar,40819,41.025887591073506,29.028696182165728
7922,Selimiye,Üsküdar,40820,41.0062583127984,29.018819390188053
10647,Sultantepe,Üsküdar,98669,41.0290480753054,29.021565047226453
34746,Ünalan,Üsküdar,40827,41.000342099624206,29.066078263477884
19895,Valide-İ Atik,Üsküdar,İ Atik),41.01829128376606,29.026969224212635
31227,Yavuztürk,Üsküdar,40830,41.04162869561529,29.085910932818894
11765,Zeynep Kamil,Üsküdar,98670,41.01568947452636,29.02237528551582
20761,Beştelsiz,Zeytinburnu,40838,40.999501835858354,28.906213327343107
25915,Çırpıcı,Zeytinburnu,40837,41.000319111829405,28.896250038205704
18543,Gökalp,Zeytinburnu,40834,40.99240920594031,28.907199189771863
5240,Kazlıçeşme,Zeytinburnu,40840,40.985137641377634,28.90726129756976
9948,Maltepe,Zeytinburnu,40843,41.02079221945644,28.906845020793444
23894,Merkezefendi,Zeytinburnu,40842,41.0129238469611,28.913200632163864
26343,Nuripaşa,Zeytinburnu,40832,40.986659583020185,28.901036608305052
22028,Seyitnizam,Zeytinburnu,40841,41.00588211498956,28.902044844047612
38071,Sümer,Zeytinburnu,40831,40.98688270965692,28.8948396500727
33905,Telsiz,Zeytinburnu,40839,40.99996288674256,28.91197248103792
24431,Veliefendi,Zeytinburnu,40836,40.99599373605732,28.897751428406444
9632,Yenidoğan,Zeytinburnu,40833,40.98848629556013,28.905895045875912
19633,Yeşiltepe,Zeytinburnu,40835,40.99230310997909,28.901033152142045
